ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
6158,296.09835,-14.71753,16.15,0.1,17.919,0.047,1.769,0.110494344
6159,296.32081,-14.74134,17.08,0.27,17.782,0.037,0.702,0.272523393
6162,296.22042,-14.72842,15.36,0.11,18.265,0.066,2.905,0.128280942
6163,296.28854,-14.80912,15.83,0.11,17.929,0.049,2.099,0.120420098
6164,296.38878,-14.8363,16.08,0.15,17.912,0.04,1.832,0.155241747
6165,296.39824,-14.62833,16.26,0.16,18.126,0.057,1.866,0.169849934
6166,296.11699,-14.89094,16.19,0.17,17.437,0.034,1.247,0.173366663
6169,296.34359,-14.65671,16.54,0.19,18.365,0.07,1.825,0.202484567
6171,296.13163,-14.7515,15.5,0.1,17.295,0.03,1.795,0.104403065
6173,296.30621,-14.67793,16.04,0.18,17.269,0.028,1.229,0.182164761
6175,296.22168,-14.89801,16.45,0.25,17.261,0.029,0.811,0.25167638
6176,296.16627,-14.81523,16.72,0.29,18.067,0.056,1.347,0.295357411
6178,296.07032,-14.8023,15.71,0.25,17.717,0.048,2.007,0.254566298
6179,296.29512,-14.76871,16.06,0.16,17.843,0.046,1.783,0.16648123
6184,296.22744,-14.67226,16.09,0.12,18.374,0.068,2.284,0.137927517
6185,296.09259,-14.76814,16.78,0.23,17.184,0.028,0.404,0.231698079
6186,296.35,-14.82815,16.48,0.21,17.877,0.039,1.397,0.21359073
6188,296.26106,-14.94584,15.01,0.13,16.43,0.016,1.42,0.130980915
6190,296.24837,-14.76176,16.63,0.24,17.694,0.041,1.064,0.243476898
6191,296.20047,-14.86889,16,0.11,17.689,0.041,1.689,0.117392504
6195,296.3025,-14.81601,15.65,0.09,18.062,0.055,2.412,0.105475116
6196,296.31098,-14.78141,16.61,0.25,17.874,0.047,1.264,0.254379638
6198,296.08063,-14.90604,15.68,0.09,17.246,0.033,1.566,0.095859272
6201,296.29434,-14.76099,15.32,0.09,18.542,0.082,3.222,0.12175385
6205,296.22893,-14.75394,15.94,0.12,17.722,0.043,1.782,0.127471565
6215,296.24264,-14.8921,16.27,0.21,17.579,0.038,1.309,0.213410403
6216,296.08134,-14.90622,15.53,0.18,17.223,0.032,1.693,0.182822318
6218,296.14795,-14.81388,16,0.14,18.083,0.057,2.083,0.151158857
6219,296.28973,-14.88223,16.61,0.28,17.494,0.035,0.884,0.282179021
6221,296.10028,-14.68884,16.08,0.12,17.158,0.025,1.078,0.122576507
6225,296.20599,-14.81614,16.39,0.22,18.974,0.121,2.584,0.251079669
6226,296.10893,-14.79179,15.96,0.17,17.523,0.036,1.563,0.173769963
6227,296.10432,-14.79526,15.82,0.1,17.967,0.052,2.147,0.112712022
6229,296.19981,-14.8024,15.47,0.12,17.749,0.044,2.279,0.127812362
6233,296.29584,-14.82652,16.85,0.23,18.03,0.054,1.18,0.2362541
6234,296.19009,-14.8133,15.94,0.11,18.121,0.059,2.181,0.124823876
6238,296.18644,-14.83661,15.99,0.12,17.845,0.047,1.855,0.128875909
6239,296.42019,-14.75055,15.76,0.1,17.149,0.023,1.389,0.102610916
6241,296.15532,-14.91653,16.15,0.1,19.079,0.13,2.929,0.164012195
6242,296.30567,-14.68834,16.24,0.12,17.328,0.029,1.088,0.123454445
6245,296.29757,-14.7871,16.17,0.11,17.784,0.044,1.614,0.118473626
6246,296.20312,-14.86035,15.8,0.12,17.234,0.029,1.434,0.123454445
6250,296.17616,-14.80921,16.66,0.28,17.325,0.031,0.665,0.281710845
6252,296.16616,-14.89381,16.18,0.16,17.588,0.038,1.408,0.1644506
6253,296.33953,-14.89774,15.98,0.19,17.896,0.04,1.916,0.194164878
6255,296.17864,-14.79157,16.55,0.2,17.411,0.033,0.861,0.202704218
6264,296.33596,-14.73686,15.97,0.21,17.655,0.033,1.685,0.212577045
6267,296.11546,-14.90132,16.03,0.13,17.706,0.042,1.676,0.136616251
6269,296.42581,-14.80507,16.34,0.29,17.986,0.043,1.646,0.293170599
6270,296.16327,-14.77147,16.1,0.16,18.114,0.058,2.014,0.170188131
6271,296.1939,-14.66479,15.72,0.11,18.34,0.066,2.62,0.128280942
6272,296.33907,-14.79162,16.26,0.19,19.532,0.152,3.272,0.243318721
6274,296.15145,-14.87963,16.6,0.17,17.069,0.026,0.469,0.171976743
6276,296.15933,-14.8972,15.84,0.15,17.883,0.048,2.043,0.157492857
6278,296.11649,-14.69724,16.19,0.21,17.54,0.034,1.35,0.212734576
6281,296.3852,-14.90613,15.65,0.19,17.053,0.021,1.403,0.191157004
6282,296.37226,-14.89889,15.66,0.15,17.918,0.041,2.258,0.155502412
6285,296.33464,-14.75502,16.41,0.25,17.905,0.04,1.495,0.253179778
6286,296.18884,-14.77209,16.36,0.21,17.364,0.032,1.004,0.212424104
6287,296.23793,-14.88524,16.28,0.2,17.905,0.049,1.625,0.205915031
6288,296.20314,-14.87639,13.18,0.1,18.341,0.07,5.161,0.122065556
6291,296.12887,-14.78,16.03,0.12,17.547,0.037,1.517,0.125574679
6294,296.41232,-14.70727,15.71,0.14,17.866,0.046,2.156,0.147363496
6295,296.11583,-14.86127,16.19,0.14,17.388,0.033,1.198,0.143836713
6297,296.1491,-14.94757,14.89,0.08,19.171,0.138,4.281,0.159511755
6299,296.26956,-14.88491,16.4,0.14,17.472,0.034,1.072,0.144069428
6300,296.18455,-14.88051,16.08,0.14,16.904,0.022,0.824,0.14171803
6301,296.39022,-14.85509,16.52,0.24,17.98,0.043,1.46,0.243821656
6302,296.3262,-14.84952,16.25,0.18,17.064,0.022,0.814,0.181339461
6304,296.09841,-14.87746,16.35,0.24,17.907,0.049,1.557,0.244951016
6307,296.40061,-14.83731,16.36,0.24,17.139,0.023,0.779,0.241099564
6310,296.233,-14.64764,15.95,0.09,17.829,0.043,1.879,0.099744674
6311,296.1121,-14.87751,16.53,0.14,19.396,0.171,2.866,0.221
6315,296.25782,-14.76705,15.67,0.16,17.978,0.052,2.308,0.168237927
6318,296.10282,-14.89037,15.9,0.18,18.147,0.06,2.247,0.18973666
6322,296.18832,-14.91111,16.17,0.17,17.969,0.052,1.799,0.177775139
6323,296.26333,-14.92738,16.02,0.11,17.874,0.047,1.854,0.119620232
6324,296.1882,-14.85017,15.8,0.14,17.993,0.053,2.193,0.149696359
6325,296.10981,-14.73949,16.35,0.18,17.524,0.036,1.174,0.183564702
6327,296.22752,-14.81622,15.62,0.1,18.014,0.054,2.394,0.113648581
6330,296.21302,-14.72276,16.55,0.24,17.657,0.038,1.107,0.242989712
6331,296.40687,-14.73261,16,0.15,17.629,0.032,1.629,0.153375357
6335,296.31902,-14.72723,15.74,0.12,17.041,0.021,1.301,0.121823643
6338,296.30342,-14.80098,16.81,0.28,17.31,0.03,0.5,0.281602557
6342,296.14975,-14.83134,16.54,0.19,18.153,0.06,1.613,0.199248588
6343,296.2366,-14.79879,17,0.25,17.834,0.046,0.834,0.254196774
6345,296.16411,-14.78406,16.24,0.16,17.952,0.051,1.712,0.167931534
6346,296.21888,-14.83016,15.71,0.1,17.972,0.052,2.262,0.112712022
6348,296.23374,-14.89192,15.77,0.14,17.695,0.041,1.925,0.145880088
6350,296.18318,-14.93229,15.98,0.3,18.064,0.056,2.084,0.305181913
6351,296.10723,-14.8488,16.34,0.15,17.335,0.031,0.995,0.15316984
6352,296.41754,-14.75294,15.47,0.21,17.449,0.028,1.979,0.211858443
6358,296.34912,-14.83175,16.29,0.2,17.771,0.036,1.481,0.203214173
6359,296.40073,-14.72711,16.08,0.22,17.905,0.04,1.825,0.223606798
6363,296.28012,-14.89573,15.86,0.15,17.792,0.044,1.932,0.156320184
6364,296.06869,-14.85089,16.59,0.29,17.403,0.037,0.813,0.292350817
6366,296.23109,-14.89073,15.84,0.1,17.845,0.047,2.005,0.110494344
6367,296.21364,-14.88883,16.46,0.25,17.211,0.028,0.751,0.251563113
6369,296.29249,-14.851,16.3,0.21,18.095,0.056,1.795,0.217338446
6372,296.23337,-14.82191,15.54,0.08,17.831,0.046,2.291,0.092282176
6373,296.30795,-14.76129,15.97,0.15,18.228,0.063,2.258,0.162692962
6374,296.18118,-14.77924,15.48,0.08,18.02,0.054,2.54,0.096519428
6375,296.07603,-14.72223,15.76,0.08,17.695,0.043,1.935,0.090824006
6376,296.27893,-14.84326,15.39,0.1,18.051,0.055,2.661,0.114127122
6377,296.19156,-14.85273,16.07,0.25,17.74,0.043,1.67,0.253671047
6379,296.19936,-14.84476,16.27,0.15,17.928,0.05,1.658,0.158113883
6381,296.28377,-14.93599,16.45,0.15,17.013,0.024,0.563,0.151907867
6382,296.28043,-14.73075,16.02,0.08,17.663,0.04,1.643,0.089442719
6384,296.37013,-14.85615,16.66,0.24,17.682,0.034,1.022,0.24239637
6386,296.07892,-14.76174,15.98,0.17,17.508,0.04,1.528,0.174642492
6387,296.15187,-14.76953,16.57,0.29,17.8,0.045,1.23,0.293470612
6389,296.3444,-14.67236,15.52,0.1,18.297,0.066,2.777,0.119816526
6390,296.26986,-14.72878,16.69,0.26,17.664,0.04,0.974,0.263058929
6391,296.26324,-14.89838,15.74,0.12,18.173,0.061,2.433,0.134614264
6393,296.11673,-14.89728,16.49,0.17,17.742,0.043,1.252,0.175353928
6396,296.24473,-14.89387,16.48,0.21,17.986,0.052,1.506,0.216342321
6398,296.36551,-14.86563,15.67,0.15,17.183,0.023,1.513,0.151753089
6401,296.1351,-14.89229,16.41,0.21,18.164,0.061,1.754,0.218680132
6402,296.20363,-14.91457,15.5,0.1,17.662,0.04,2.162,0.107703296
6408,296.24833,-14.88398,15.86,0.16,17.64,0.039,1.78,0.164684547
6409,296.2014,-14.79868,16.16,0.21,18.236,0.065,2.076,0.219829479
6410,296.37022,-14.79784,15.98,0.1,17.397,0.027,1.417,0.103580886
6413,296.37645,-14.64902,16.3,0.24,17.997,0.051,1.697,0.245358921
6416,296.05344,-14.77786,16.17,0.19,17.308,0.034,1.138,0.193018134
6418,296.14096,-14.91828,16.33,0.16,17.124,0.026,0.794,0.162098735
6422,296.08337,-14.68095,16.79,0.19,17.409,0.034,0.619,0.193018134
6427,296.15491,-14.80696,16.23,0.16,17.599,0.039,1.369,0.164684547
6428,296.28241,-14.67937,16.1,0.19,17.293,0.028,1.193,0.192052076
6429,296.26071,-14.76812,15.76,0.09,18.174,0.061,2.414,0.108724422
6431,296.15087,-14.81203,15.88,0.09,17.809,0.046,1.929,0.10107423
6432,296.12715,-14.77428,16.63,0.12,17.812,0.045,1.182,0.128160056
6435,296.38883,-14.71969,15.9,0.18,18.058,0.045,2.158,0.185539753
6436,296.21923,-14.85897,16.02,0.21,17.6,0.038,1.58,0.213410403
6438,296.05512,-14.72976,16.05,0.19,17.451,0.038,1.401,0.193762742
6439,296.06603,-14.79382,16.04,0.22,17.504,0.04,1.464,0.223606798
6443,296.28042,-14.79607,11.64,0.01,19.159,0.138,7.519,0.138361844
6444,296.16139,-14.84129,15.59,0.09,17.899,0.049,2.309,0.102474387
6445,296.14164,-14.83246,16.46,0.23,17.981,0.052,1.521,0.235805004
6446,296.26098,-14.88143,15.96,0.11,17.646,0.039,1.686,0.11670904
6450,296.28984,-14.80182,16.09,0.15,17.978,0.052,1.888,0.158757677
6456,296.2893,-14.83694,16.24,0.11,18.173,0.06,1.933,0.125299641
6458,296.21042,-14.8105,15.5,0.07,17.859,0.048,2.359,0.084876381
6459,296.10913,-14.79008,16.27,0.21,18.164,0.061,1.894,0.218680132
6460,296.26368,-14.71887,16.1,0.14,18.472,0.074,2.372,0.158354034
6461,296.16087,-14.68852,16.32,0.19,17.799,0.042,1.479,0.194586742
6463,296.23411,-14.79839,15.81,0.1,17.945,0.051,2.135,0.112254176
6465,296.3069,-14.72899,16.45,0.18,17.323,0.03,0.873,0.182482876
6466,296.35883,-14.641,16.17,0.19,17.903,0.047,1.733,0.19572685
6467,296.40258,-14.84562,15.91,0.17,17.943,0.041,2.033,0.174874241
6469,296.22613,-14.85276,16.92,0.24,17.392,0.033,0.472,0.242258127
6473,296.19968,-14.82326,16.65,0.29,17.826,0.047,1.176,0.293783934
6475,296.14921,-14.85575,15.85,0.12,18.045,0.055,2.195,0.132003788
6477,296.31468,-14.93351,16.48,0.21,16.996,0.024,0.516,0.211366979
6478,296.10324,-14.74073,16.51,0.18,18.006,0.053,1.496,0.187640614
6479,296.2143,-14.71421,15.38,0.1,18.142,0.056,2.762,0.11461239
6480,296.20104,-14.75617,15.72,0.1,18.007,0.053,2.287,0.113176853
6481,296.35244,-14.86128,16.66,0.22,17.655,0.033,0.995,0.222461233
6482,296.21071,-14.79164,16.04,0.11,17.901,0.049,1.861,0.120420098
6484,296.29485,-14.71647,15.51,0.12,17.99,0.049,2.48,0.129618671
6486,296.32974,-14.92914,16.33,0.16,18.001,0.044,1.671,0.165939748
6487,296.23313,-14.7401,16.97,0.26,18.013,0.054,1.043,0.265548489
6489,296.17566,-14.81748,15.68,0.07,17.352,0.032,1.672,0.076967526
6490,296.19527,-14.79914,15.78,0.09,18.042,0.055,2.262,0.105475116
6491,296.34951,-14.81667,16.05,0.17,17.32,0.026,1.27,0.171976743
6494,296.22341,-14.84365,15.66,0.13,17.688,0.042,2.028,0.136616251
6498,296.24026,-14.8049,15.37,0.15,17.612,0.039,2.242,0.154987096
6499,296.14555,-14.8417,16.54,0.27,17.693,0.042,1.153,0.273247141
6500,296.08731,-14.91581,15.39,0.13,17.925,0.056,2.535,0.141548578
6502,296.34353,-14.84728,16.64,0.27,17.905,0.04,1.265,0.272946881
6504,296.26539,-14.71585,16.35,0.22,17.801,0.043,1.451,0.224162887
6507,296.41293,-14.74403,15.73,0.15,18.142,0.048,2.412,0.157492857
6511,296.05045,-14.70173,16.59,0.29,17.867,0.049,1.277,0.294110523
6512,296.06207,-14.78976,15.55,0.16,17.137,0.03,1.587,0.162788206
6513,296.32349,-14.7828,16.35,0.16,17.931,0.041,1.581,0.16516961
6515,296.13567,-14.81091,15.88,0.16,17.183,0.028,1.303,0.162431524
6516,296.22723,-14.68184,16.37,0.19,17.927,0.047,1.557,0.19572685
6517,296.19439,-14.80179,16.26,0.17,18.099,0.058,1.839,0.179621825
6518,296.20596,-14.87528,15.75,0.13,18.207,0.063,2.457,0.144461067
6519,296.26804,-14.79959,16.33,0.21,18.05,0.055,1.72,0.217082933
6520,296.10672,-14.75115,16.04,0.15,17.966,0.051,1.926,0.158432951
6521,296.39873,-14.66361,16.11,0.26,17.488,0.033,1.378,0.262085864
6526,296.42271,-14.84308,15.86,0.18,17.548,0.031,1.688,0.182649938
6530,296.0871,-14.91784,15.5,0.2,17.44,0.038,1.94,0.203577995
6533,296.30581,-14.88363,16.86,0.23,17.966,0.051,1.106,0.235586502
6537,296.185,-14.85324,16.04,0.15,17.707,0.042,1.667,0.15576906
6540,296.07854,-14.83237,16.02,0.22,17.652,0.045,1.632,0.224555116
6541,296.40687,-14.66838,15.31,0.26,18.016,0.052,2.706,0.265149015
6542,296.25921,-14.86539,16.4,0.19,18.021,0.053,1.621,0.197253644
6543,296.12637,-14.89453,16.72,0.22,17.255,0.029,0.535,0.221903132
6545,296.28617,-14.73407,16.13,0.11,18.096,0.057,1.966,0.123891081
6547,296.09517,-14.81852,15.85,0.15,17.673,0.041,1.823,0.155502412
6548,296.27526,-14.92612,15.98,0.23,18.321,0.068,2.341,0.239841614
6549,296.38642,-14.89656,15.4,0.12,17.889,0.04,2.489,0.126491106
6550,296.32815,-14.64073,16.32,0.14,18.106,0.056,1.786,0.150784615
6552,296.15839,-14.8806,15.99,0.11,17.443,0.034,1.453,0.115134704
6553,296.11672,-14.85354,16.3,0.16,18.165,0.061,1.865,0.171233758
6556,296.2891,-14.91018,15.4,0.09,18.049,0.054,2.649,0.104957134
6557,296.36999,-14.88709,16.5,0.26,18.012,0.044,1.512,0.263696796
6558,296.33199,-14.88278,16.3,0.16,17.957,0.042,1.657,0.165420676
6560,296.26082,-14.89254,16.04,0.14,17.952,0.051,1.912,0.149
6561,296.08085,-14.94087,15.64,0.13,18.071,0.063,2.431,0.144461067
6563,296.2245,-14.90898,16.13,0.15,17,0.024,0.87,0.151907867
6564,296.37584,-14.67673,16.93,0.27,18.391,0.072,1.461,0.279435145
6565,296.26334,-14.81575,16.65,0.25,17.932,0.05,1.282,0.254950976
6568,296.2125,-14.85342,15.74,0.12,17.482,0.035,1.742,0.125
6569,296.29031,-14.80528,16.45,0.26,18.19,0.061,1.74,0.267059918
6571,296.26463,-14.73543,16.92,0.23,18.054,0.055,1.134,0.236484672
6572,296.155,-14.83892,15.97,0.11,18.278,0.067,2.308,0.128798292
6573,296.41222,-14.86238,15.96,0.23,17.211,0.024,1.251,0.231248784
6576,296.2556,-14.84729,16.5,0.21,18.012,0.053,1.512,0.216584856
6579,296.29657,-14.8086,16.01,0.11,18.009,0.053,1.999,0.122102416
6580,296.05957,-14.67654,15.79,0.24,17.184,0.028,1.394,0.241627813
6582,296.19036,-14.9532,16.49,0.19,17.698,0.041,1.208,0.194373352
6583,296.30303,-14.68418,16.38,0.22,17.437,0.032,1.057,0.222315092
6585,296.4175,-14.72114,15.03,0.25,17.433,0.028,2.403,0.251563113
6591,296.31228,-14.93427,16.33,0.19,18.08,0.056,1.75,0.198080792
6593,296.29415,-14.80588,15.15,0.1,18.085,0.056,2.935,0.11461239
6594,296.23273,-14.87719,16.33,0.14,17.65,0.04,1.32,0.145602198
6597,296.24715,-14.799,14.19,0.07,18.188,0.062,3.998,0.093509358
6600,296.19368,-14.90518,15.75,0.09,17.514,0.036,1.764,0.096932967
6603,296.04695,-14.73768,15.98,0.19,17.128,0.03,1.148,0.192353841
6605,296.18529,-14.78188,16.34,0.18,17.783,0.045,1.443,0.185539753
6607,296.1578,-14.78671,16.17,0.2,18.046,0.055,1.876,0.207424685
6609,296.3458,-14.81954,16.13,0.1,17.87,0.039,1.74,0.107335921
6612,296.23616,-14.84038,15.77,0.12,18.112,0.059,2.342,0.133719856
6614,296.42616,-14.86206,15.7,0.14,17.967,0.042,2.267,0.146164291
6615,296.20312,-14.74836,15.9,0.12,17.478,0.035,1.578,0.125
6616,296.05704,-14.75924,16.07,0.28,17.951,0.058,1.881,0.28594405
6618,296.31302,-14.78053,16.44,0.18,17.871,0.047,1.431,0.186034943
6619,296.31529,-14.89825,16.2,0.24,18.143,0.059,1.943,0.247145706
6621,296.14337,-14.81683,15.57,0.12,18.09,0.057,2.52,0.132849539
6622,296.21624,-14.86519,15.6,0.11,18.221,0.064,2.621,0.127263506
6623,296.19357,-14.78162,15.99,0.16,17.935,0.05,1.945,0.167630546
6624,296.09262,-14.67032,16.2,0.2,17.936,0.047,1.736,0.20544829
6628,296.06073,-14.80311,15.83,0.16,17.558,0.042,1.728,0.165420676
6630,296.04707,-14.83254,15.48,0.12,18.133,0.067,2.653,0.137437258
6631,296.23086,-14.86364,16.02,0.09,17.241,0.029,1.221,0.094556861
6632,296.21736,-14.73729,16.19,0.12,18.131,0.059,1.941,0.133719856
6633,296.07773,-14.97153,15.98,0.3,17.919,0.047,1.939,0.303659349
6635,296.2881,-14.65189,16.35,0.23,17.535,0.034,1.185,0.232499462
6640,296.31678,-14.89192,16.49,0.18,17.677,0.034,1.187,0.183182969
6641,296.23308,-14.84187,13.7,0.09,18.092,0.058,4.392,0.107070071
6645,296.38059,-14.85259,16.36,0.2,17.837,0.038,1.477,0.203577995
6647,296.263,-14.89485,16.47,0.24,18.122,0.058,1.652,0.24690889
6649,296.28286,-14.73611,15.78,0.12,17.795,0.044,2.015,0.127812362
6650,296.36806,-14.68851,16.33,0.19,17.752,0.042,1.422,0.194586742
6651,296.16086,-14.83694,16.17,0.14,18.027,0.054,1.857,0.150053324
6652,296.3147,-14.81994,16.52,0.24,18.172,0.06,1.652,0.247386338
6653,296.21323,-14.82224,16.78,0.22,16.659,0.019,-0.121,0.22081893
6654,296.21037,-14.77683,15.8,0.14,18.077,0.057,2.277,0.151158857
6657,296.21619,-14.8512,15.85,0.13,17.798,0.045,1.948,0.137568165
6658,296.33482,-14.68148,16.76,0.29,17.627,0.038,0.867,0.292479059
6659,296.11879,-14.75395,15.9,0.12,17.428,0.033,1.528,0.124454811
6665,296.15658,-14.79888,16.86,0.27,18.124,0.059,1.264,0.276371127
6666,296.22483,-14.89051,14.77,0.1,17.645,0.04,2.875,0.107703296
6668,296.14545,-14.77551,15.85,0.11,17.95,0.051,2.1,0.12124768
6671,296.29322,-14.83553,16.7,0.25,19.659,0.208,2.959,0.325213776
6673,296.2464,-14.65449,15.84,0.09,18.117,0.055,2.277,0.105475116
6674,296.26937,-14.78928,15.67,0.1,18.787,0.102,3.117,0.142842571
6676,296.37824,-14.73891,15.9,0.14,18.674,0.074,2.774,0.158354034
6678,296.34837,-14.78189,15.98,0.15,17.876,0.039,1.896,0.154987096
6679,296.20995,-14.88999,15.78,0.13,17.976,0.052,2.196,0.140014285
6682,296.2353,-14.76699,16.25,0.14,17.619,0.039,1.369,0.145330657
6683,296.25108,-14.92116,15.95,0.22,18.284,0.067,2.334,0.229976086
6689,296.25824,-14.82226,16.08,0.09,17.976,0.052,1.896,0.103942292
6693,296.26363,-14.90504,15.85,0.11,18.272,0.066,2.422,0.128280942
6694,296.23659,-14.76873,16.11,0.13,17.981,0.052,1.871,0.140014285
6698,296.30625,-14.75368,15.68,0.11,18.273,0.066,2.593,0.128280942
6699,296.0847,-14.9494,15.28,0.08,17.661,0.039,2.381,0.089
6700,296.24342,-14.78678,13.97,0.08,18.308,0.068,4.338,0.104995238
6702,296.17952,-14.86674,16.08,0.14,17.814,0.046,1.734,0.147363496
6703,296.17858,-14.68492,15.69,0.09,18.044,0.052,2.354,0.103942292
6705,296.31855,-14.76529,16.36,0.28,17.091,0.022,0.731,0.280862956
6710,296.12124,-14.84824,16.45,0.17,17.318,0.031,0.868,0.172803356
6711,296.32141,-14.69671,16.06,0.16,17.505,0.033,1.445,0.163367683
6715,296.41372,-14.88366,16.17,0.29,17.647,0.033,1.477,0.291871547
6717,296.18488,-14.81359,16.37,0.13,17.967,0.052,1.597,0.140014285
6718,296.35303,-14.6844,16.56,0.22,17.575,0.036,1.015,0.222925997
6721,296.26948,-14.81884,16.37,0.2,17.877,0.048,1.507,0.205679362
6725,296.23742,-14.80434,16.34,0.15,17.739,0.043,1.399,0.156041661
6726,296.24023,-14.82741,15.85,0.08,17.698,0.042,1.848,0.090354856
6728,296.19505,-14.82605,16.44,0.17,18.469,0.079,2.029,0.187459329
6732,296.23371,-14.75564,16.2,0.11,17.929,0.051,1.729,0.12124768
6736,296.36239,-14.74291,15.93,0.16,17.417,0.028,1.487,0.162431524
6743,296.16073,-14.66028,16.09,0.13,17.416,0.031,1.326,0.133645052
6744,296.33672,-14.76314,16.55,0.22,18.188,0.051,1.638,0.22583401
6745,296.24542,-14.89,15.96,0.17,17.753,0.043,1.793,0.175353928
6746,296.42162,-14.88781,15.59,0.09,17.519,0.03,1.929,0.09486833
6748,296.22923,-14.80105,16.01,0.19,18.168,0.061,2.158,0.199551998
6749,296.10637,-14.72122,16.62,0.27,18.15,0.06,1.53,0.276586334
6750,296.22288,-14.76037,15.67,0.15,17.646,0.04,1.976,0.155241747
6751,296.22921,-14.94569,16.01,0.25,17.239,0.029,1.229,0.25167638
6753,296.37975,-14.62966,15.96,0.26,18.253,0.063,2.293,0.267523831
6754,296.03674,-14.67599,15.52,0.08,18,0.055,2.48,0.097082439
6756,296.29873,-14.76935,16.35,0.29,17.868,0.047,1.518,0.293783934
6759,296.11785,-14.79289,16.48,0.13,17.808,0.045,1.328,0.137568165
6760,296.19835,-14.81185,15.96,0.26,18.1,0.058,2.14,0.266390691
6765,296.06824,-14.74403,15.91,0.24,17.73,0.048,1.82,0.244752937
6768,296.2755,-14.72357,13.54,0.11,18.429,0.075,4.889,0.13313527
6769,296.0939,-14.69667,16.06,0.14,17.377,0.03,1.317,0.143178211
6771,296.36455,-14.65929,16.3,0.23,17.411,0.032,1.111,0.232215417
6772,296.34297,-14.8963,16.22,0.2,17.762,0.036,1.542,0.203214173
6775,296.16448,-14.78846,16.24,0.18,18.057,0.056,1.817,0.188509947
6776,296.36588,-14.76685,16.69,0.22,17.449,0.028,0.759,0.22177466
6777,296.33415,-14.85856,15.93,0.13,18.255,0.053,2.325,0.140388746
6780,296.10412,-14.89794,16.23,0.18,17.924,0.05,1.694,0.186815417
6783,296.05693,-14.88679,16.19,0.17,17.646,0.045,1.456,0.175855054
6784,296.27085,-14.79672,17.2,0.28,18.462,0.077,1.262,0.290394559
6789,296.22293,-14.84508,15.63,0.11,18.023,0.055,2.393,0.122983739
6792,296.23848,-14.77448,16.32,0.14,17.996,0.053,1.676,0.149696359
6794,296.196,-14.81395,16.06,0.17,17.909,0.05,1.849,0.177200451
6795,296.23955,-14.78805,15.51,0.09,17.851,0.047,2.341,0.101533246
6796,296.32349,-14.76954,15.7,0.1,17.856,0.039,2.156,0.107335921
6801,296.20143,-14.72189,16.17,0.08,18.066,0.053,1.896,0.095963535
6806,296.24478,-14.90138,16.27,0.18,18.102,0.057,1.832,0.188809428
6807,296.06628,-14.73565,15.56,0.15,17.385,0.036,1.825,0.154259522
6809,296.15621,-14.66856,16.12,0.15,17.604,0.036,1.484,0.154259522
6811,296.28171,-14.85831,15.88,0.11,17.313,0.03,1.433,0.114017543
6814,296.39228,-14.77659,16.2,0.24,18.053,0.045,1.853,0.244182309
6816,296.12923,-14.79627,16.58,0.23,18,0.053,1.42,0.236027541
6818,296.37216,-14.74219,16.55,0.26,18.038,0.045,1.488,0.263865496
6819,296.20354,-14.82956,16.35,0.25,18.209,0.064,1.859,0.258062008
6823,296.146,-14.76765,16.17,0.21,17.382,0.032,1.212,0.212424104
