ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
23591,296.226,-14.76548,16.82,0.29,11.86,0.26,4.96,0.389486842
23592,296.34953,-14.87252,16.21,0.14,12.44,-9999,3.77,9999.000001
23593,296.24954,-14.8961,16.29,0.24,12.19,-9999,4.1,9999.000003
23594,296.22865,-14.88473,16.53,0.18,12.15,-9999,4.38,9999.000002
23595,296.20984,-14.89424,16.42,-9999,13.02,-9999,3.4,14140.72141
23596,296.29914,-14.7311,16.86,-9999,12.26,-9999,4.6,14140.72141
23597,296.1973,-14.80711,16.96,0.25,12.86,-9999,4.1,9999.000003
23598,296.26666,-14.82408,16.37,-9999,12.45,-9999,3.92,14140.72141
23599,296.32353,-14.64346,15.84,0.11,12.45,0.23,3.39,0.254950976
23600,296.41448,-14.77909,16.22,0.29,12.64,-9999,3.58,9999.000004
23601,296.1233,-14.69754,16.36,-9999,12.08,0.28,4.28,9999.000004
23602,296.2422,-14.72231,16.87,-9999,12.23,-9999,4.64,14140.72141
23603,296.18703,-14.69395,16.57,-9999,12.47,-9999,4.1,14140.72141
23604,296.39253,-14.83751,16.09,0.21,11.47,0.1,4.62,0.232594067
23605,296.22739,-14.70818,15,0.09,10.4,0.16,4.6,0.183575598
23606,296.39135,-14.73652,15.86,0.17,12.45,-9999,3.41,9999.000001
23607,296.31561,-14.84014,16.54,-9999,12.1,0.25,4.44,9999.000003
23608,296.1938,-14.85963,16.76,-9999,13.66,-9999,3.1,14140.72141
23609,296.10957,-14.93579,15.95,0.28,12.16,-9999,3.79,9999.000004
23610,296.20661,-14.93828,16.11,-9999,12.45,-9999,3.66,14140.72141
23611,296.12834,-14.83882,16.76,-9999,11.72,0.23,5.04,9999.000003
23612,296.22438,-14.66738,16.1,0.15,12.31,-9999,3.79,9999.000001
23613,296.12619,-14.80617,16.24,0.16,7.79,0.01,8.45,0.160312195
23614,296.28238,-14.87485,16.45,0.29,12.13,0.24,4.32,0.376430604
23615,296.21916,-14.87291,16.22,-9999,11.99,-9999,4.23,14140.72141
23616,296.31161,-14.7962,16.29,-9999,12.53,-9999,3.76,14140.72141
23617,296.20902,-14.78185,16.94,-9999,12.89,-9999,4.05,14140.72141
23618,296.38291,-14.85597,16.78,0.29,12.51,-9999,4.27,9999.000004
23619,296.26582,-14.74815,16.44,-9999,12.53,-9999,3.91,14140.72141
23620,296.19701,-14.81295,16.56,0.17,12.16,-9999,4.4,9999.000001
23621,296.37041,-14.66079,16.08,-9999,10.91,0.1,5.17,9999.000001
23622,296.11207,-14.84714,16.58,0.2,14.89,-9999,1.69,9999.000002
23623,296.16881,-14.73949,16.45,0.22,12.2,0.13,4.25,0.255538647
23624,296.29599,-14.91537,16.26,0.3,12.47,-9999,3.79,9999.000005
23625,296.36893,-14.7587,16.64,0.17,12.72,-9999,3.92,9999.000001
23626,296.33685,-14.84214,16.08,0.14,12.21,-9999,3.87,9999.000001
23627,296.14043,-14.83551,16.3,0.19,12.78,-9999,3.52,9999.000002
23628,296.15562,-14.71277,16.74,0.27,12.32,-9999,4.42,9999.000004
23629,296.26642,-14.79073,16.95,0.27,12.2,-9999,4.75,9999.000004
23631,296.1597,-14.7417,16.79,-9999,12.66,-9999,4.13,14140.72141
23632,296.17002,-14.75137,16.83,-9999,12.56,-9999,4.27,14140.72141
23633,296.20811,-14.73871,16.56,0.22,13.14,-9999,3.42,9999.000002
23634,296.36844,-14.8593,16.31,0.22,12.8,-9999,3.51,9999.000002
23635,296.30754,-14.77637,16.18,0.15,12.57,-9999,3.61,9999.000001
23636,296.08274,-14.80426,16.15,0.19,12.2,-9999,3.95,9999.000002
23637,296.20279,-14.72634,16.3,0.19,12,-9999,4.3,9999.000002
23638,296.21463,-14.83169,15.93,0.24,11,0.16,4.93,0.288444102
23639,296.15667,-14.76417,16.61,-9999,12.75,-9999,3.86,14140.72141
23640,296.31535,-14.88961,15.85,0.09,12.25,0.26,3.6,0.27513633
23641,296.27182,-14.86662,16.37,-9999,12.85,-9999,3.52,14140.72141
23642,296.36916,-14.76251,16.43,-9999,12.84,-9999,3.59,14140.72141
23643,296.1891,-14.89842,15.78,0.11,12.66,-9999,3.12,9999.000001
23644,296.40805,-14.73823,16.39,-9999,11.97,-9999,4.42,14140.72141
23645,296.23027,-14.89522,16.47,0.17,12.64,0.24,3.83,0.294108823
23646,296.34685,-14.74227,16.58,-9999,12.44,-9999,4.14,14140.72141
23647,296.11859,-14.83883,16.56,0.17,12.51,-9999,4.05,9999.000001
23648,296.17769,-14.82179,16.63,-9999,12.68,-9999,3.95,14140.72141
23649,296.1427,-14.74454,16.84,0.27,12.74,-9999,4.1,9999.000004
23650,296.36858,-14.83354,16.51,0.18,13.23,-9999,3.28,9999.000002
23651,296.26731,-14.87204,16.85,-9999,12.72,-9999,4.13,14140.72141
23652,296.33547,-14.86712,16.05,0.19,13.29,-9999,2.76,9999.000002
23653,296.25759,-14.8713,16.54,-9999,12.58,-9999,3.96,14140.72141
23654,296.26377,-14.70777,15.75,0.2,12.76,-9999,2.99,9999.000002
23655,296.18454,-14.70263,16.59,-9999,12.82,-9999,3.77,14140.72141
23656,296.26001,-14.67736,16.45,-9999,12.64,-9999,3.81,14140.72141
23657,296.08759,-14.86514,16.23,-9999,13.18,-9999,3.05,14140.72141
23658,296.16077,-14.73885,16.71,0.25,12.55,-9999,4.16,9999.000003
23659,296.15372,-14.93615,15.74,0.21,12.58,-9999,3.16,9999.000002
23660,296.06882,-14.7226,16.32,-9999,12.61,-9999,3.71,14140.72141
23661,296.14222,-14.71834,16.66,-9999,12.12,-9999,4.54,14140.72141
23662,296.29865,-14.79901,16.78,-9999,12.36,-9999,4.42,14140.72141
23663,296.26546,-14.84941,16.1,0.26,12.23,-9999,3.87,9999.000003
23664,296.2861,-14.75222,16.05,0.18,12.5,0.22,3.55,0.284253408
23665,296.44502,-14.91328,15.9,-9999,12.3,-9999,3.6,14140.72141
23666,296.24554,-14.70858,16.66,-9999,12.12,-9999,4.54,14140.72141
23667,296.28311,-14.92866,16.14,-9999,11.93,-9999,4.21,14140.72141
23668,296.10638,-14.84571,16.59,-9999,12.52,-9999,4.07,14140.72141
23669,296.40342,-14.77786,15.96,-9999,12.43,-9999,3.53,14140.72141
23670,296.05942,-14.75993,16.51,-9999,13.08,-9999,3.43,14140.72141
23671,296.10439,-14.92094,16.07,0.27,12.35,-9999,3.72,9999.000004
23672,296.26022,-14.77754,16.61,-9999,12.58,-9999,4.03,14140.72141
23673,296.40356,-14.80795,16.26,0.13,12.16,-9999,4.1,9999.000001
23674,296.38469,-14.79011,16.38,-9999,12.54,-9999,3.84,14140.72141
23675,296.19914,-14.70467,16.81,0.21,12.55,-9999,4.26,9999.000002
23676,296.24017,-14.92327,16.11,-9999,12.37,-9999,3.74,14140.72141
23677,296.22794,-14.79786,16.27,-9999,12.35,-9999,3.92,14140.72141
23678,296.27919,-14.79358,16.09,-9999,10.86,-9999,5.23,14140.72141
23679,296.22736,-14.90774,16.47,0.21,12.26,-9999,4.21,9999.000002
23680,296.1826,-14.71311,15.98,0.15,11.97,0.18,4.01,0.23430749
23681,296.18498,-14.78423,16.43,-9999,12.27,-9999,4.16,14140.72141
23682,296.23371,-14.66773,17.17,0.29,12.63,-9999,4.54,9999.000004
23683,296.32801,-14.73483,16.79,-9999,12.49,-9999,4.3,14140.72141
23684,296.12526,-14.78877,17.02,0.2,12.37,-9999,4.65,9999.000002
23685,296.31237,-14.75757,16.46,-9999,12.43,-9999,4.03,14140.72141
23686,296.38013,-14.84408,16.27,0.12,12.32,-9999,3.95,9999.000001
23687,296.34346,-14.92361,16.07,-9999,12.63,-9999,3.44,14140.72141
23688,296.2331,-14.88633,16.58,0.27,12.13,-9999,4.45,9999.000004
23689,296.15363,-14.75388,16.79,-9999,12.21,-9999,4.58,14140.72141
23690,296.16625,-14.9506,16.13,-9999,11.95,0.25,4.18,9999.000003
23691,296.24188,-14.86346,16.56,-9999,12.25,-9999,4.31,14140.72141
23692,296.09905,-14.71114,16.61,-9999,13.86,-9999,2.75,14140.72141
23693,296.28846,-14.85722,16.11,0.14,12.25,0.28,3.86,0.313049517
23694,296.0536,-14.80613,16.18,-9999,11.74,0.17,4.44,9999.000001
23695,296.11272,-14.72749,16.51,-9999,11.84,0.09,4.67,9999
23696,296.26247,-14.74236,16.16,-9999,12.72,-9999,3.44,14140.72141
23697,296.13845,-14.78531,16.46,-9999,11.94,-9999,4.52,14140.72141
23698,296.40601,-14.67378,16.16,0.26,12.89,-9999,3.27,9999.000003
23699,296.25854,-14.73417,16.34,0.14,11.76,0.23,4.58,0.26925824
23700,296.2316,-14.87278,16.38,0.17,12.17,-9999,4.21,9999.000001
23701,296.22085,-14.78865,16.46,-9999,12.55,-9999,3.91,14140.72141
23702,296.11736,-14.75891,16.14,0.12,12.7,-9999,3.44,9999.000001
23703,296.34895,-14.68038,16.66,-9999,13.24,-9999,3.42,14140.72141
23704,296.34127,-14.79875,16.8,0.23,11.9,0.29,4.9,0.37013511
23705,296.32289,-14.926,16.06,0.19,11.58,0.27,4.48,0.33015148
23706,296.29619,-14.84615,16.21,0.09,12.65,-9999,3.56,9999
23707,296.31001,-14.84022,16.71,0.29,12.48,-9999,4.23,9999.000004
23708,296.28076,-14.88229,16.11,0.15,12.69,-9999,3.42,9999.000001
23709,296.20744,-14.79108,16.57,0.16,12.17,-9999,4.4,9999.000001
23710,296.23657,-14.71748,16.22,0.19,11.95,0.19,4.27,0.268700577
23711,296.17655,-14.74609,16.46,0.19,13.25,-9999,3.21,9999.000002
23712,296.11337,-14.75372,16.93,0.26,12.43,-9999,4.5,9999.000003
23713,296.26822,-14.9298,16.16,0.19,12.64,-9999,3.52,9999.000002
23714,296.08381,-14.80678,16.54,-9999,12.77,-9999,3.77,14140.72141
23715,296.12281,-14.75115,16.79,-9999,12.71,-9999,4.08,14140.72141
23716,296.13158,-14.81134,16.64,-9999,12.32,-9999,4.32,14140.72141
23717,296.22719,-14.64864,16.8,-9999,12.17,-9999,4.63,14140.72141
23718,296.35572,-14.85499,16.81,-9999,11.79,0.15,5.02,9999.000001
23719,296.16045,-14.82945,16.34,-9999,12.37,-9999,3.97,14140.72141
23720,296.3684,-14.83653,16.71,0.19,12.35,-9999,4.36,9999.000002
23721,296.33952,-14.63904,16.75,-9999,12.22,-9999,4.53,14140.72141
23722,296.38017,-14.80022,16.09,0.14,12.69,-9999,3.4,9999.000001
23723,296.20898,-14.66549,16.35,0.18,12.85,-9999,3.5,9999.000002
23724,296.06321,-14.84365,16.39,0.28,13.02,-9999,3.37,9999.000004
23725,296.26556,-14.78974,15.8,0.13,12.31,-9999,3.49,9999.000001
23726,296.05357,-14.81434,15.91,0.16,11.75,-9999,4.16,9999.000001
23727,296.44339,-14.89866,16.07,0.25,12.05,-9999,4.02,9999.000003
23728,296.33612,-14.79168,16.84,-9999,12.32,-9999,4.52,14140.72141
23729,296.32978,-14.78714,16.38,0.19,11.93,0.09,4.45,0.21023796
23730,296.20639,-14.89559,16.71,0.17,13.29,-9999,3.42,9999.000001
23731,296.17162,-14.70617,16.44,-9999,12.47,-9999,3.97,14140.72141
23732,296.21781,-14.68529,16.38,0.13,12.25,-9999,4.13,9999.000001
23733,296.17864,-14.74851,16.19,0.16,12.33,-9999,3.86,9999.000001
23734,296.20704,-14.73828,16.39,-9999,12.22,-9999,4.17,14140.72141
23735,296.3057,-14.84337,16.87,-9999,12.57,-9999,4.3,14140.72141
23736,296.33669,-14.89117,16.31,-9999,11.85,0.25,4.46,9999.000003
23737,296.32201,-14.70865,16.73,0.26,11.79,0.17,4.94,0.310644491
23738,296.41604,-14.7287,15.6,0.1,12.16,-9999,3.44,9999.000001
23739,296.18458,-14.837,16.2,-9999,11.19,0.29,5.01,9999.000004
23740,296.19801,-14.8039,16.58,0.23,12.24,0.3,4.34,0.378021163
23741,296.16293,-14.91522,16.42,0.22,11.94,-9999,4.48,9999.000002
23742,296.23498,-14.65826,17.02,0.23,11.58,0.1,5.44,0.250798724
23743,296.20877,-14.65574,16.78,0.17,12.75,-9999,4.03,9999.000001
23744,296.34787,-14.90892,15.95,0.19,13.34,-9999,2.61,9999.000002
23745,296.27285,-14.69039,16.71,-9999,12.79,-9999,3.92,14140.72141
23746,296.14862,-14.7063,15.72,0.09,11.57,-9999,4.15,9999
23747,296.0703,-14.8478,16.41,-9999,12.59,-9999,3.82,14140.72141
23748,296.34169,-14.7903,16.64,-9999,12.3,-9999,4.34,14140.72141
23749,296.09279,-14.79762,16.7,-9999,12.34,-9999,4.36,14140.72141
23750,296.17747,-14.83991,14.28,0.16,6.98,0.03,7.3,0.162788206
23751,296.15247,-14.90736,15.28,0.12,12.16,0.16,3.12,0.2
23752,296.25825,-14.75603,16.52,0.28,13.18,-9999,3.34,9999.000004
23753,296.28239,-14.77845,16.44,0.15,12.58,-9999,3.86,9999.000001
23754,296.07466,-14.87015,16.11,0.17,12.08,-9999,4.03,9999.000001
23755,296.20696,-14.84862,16.33,0.16,12.21,-9999,4.12,9999.000001
23756,296.20434,-14.71184,15.37,0.11,11.82,-9999,3.55,9999.000001
23757,296.22402,-14.92822,16.25,-9999,12.87,-9999,3.38,14140.72141
23758,296.33059,-14.88629,16.44,0.26,12.79,-9999,3.65,9999.000003
23759,296.10736,-14.81596,16.63,0.29,12.41,-9999,4.22,9999.000004
23760,296.37443,-14.83272,16.58,-9999,12.22,-9999,4.36,14140.72141
23761,296.17967,-14.83181,16.58,0.21,10.98,0.16,5.6,0.264007576
23762,296.18046,-14.72025,16.29,0.25,12.11,-9999,4.18,9999.000003
23763,296.26133,-14.75142,16.5,-9999,12.44,-9999,4.06,14140.72141
23764,296.10044,-14.864,16.81,0.15,12.24,-9999,4.57,9999.000001
23765,296.28174,-14.92485,16.33,-9999,12.75,-9999,3.58,14140.72141
23766,296.33037,-14.87939,16.72,-9999,12.11,-9999,4.61,14140.72141
23767,296.27976,-14.82452,16.6,0.25,12.06,-9999,4.54,9999.000003
23768,296.10617,-14.68765,16.7,-9999,12.9,-9999,3.8,14140.72141
23769,296.28614,-14.79068,16.43,0.13,12.87,-9999,3.56,9999.000001
23770,296.26624,-14.86103,16.66,0.21,12.53,-9999,4.13,9999.000002
23771,296.38754,-14.92275,16.42,0.18,12.65,-9999,3.77,9999.000002
23772,296.23623,-14.84844,16.31,-9999,12.22,-9999,4.09,14140.72141
23773,296.23564,-14.91479,16.06,-9999,12.37,-9999,3.69,14140.72141
23774,296.08431,-14.82762,16.07,-9999,12.41,-9999,3.66,14140.72141
23775,296.25274,-14.84229,15.43,0.1,12.47,-9999,2.96,9999.000001
23776,296.21444,-14.8029,16.18,-9999,12.29,-9999,3.89,14140.72141
23777,296.13541,-14.71775,16.03,0.18,12.21,-9999,3.82,9999.000002
23778,296.30159,-14.83914,16.83,0.28,12.42,-9999,4.41,9999.000004
23779,296.09277,-14.77242,16.42,-9999,12.71,-9999,3.71,14140.72141
23780,296.21776,-14.77536,16,0.14,11.98,0.05,4.02,0.148660687
23781,296.40549,-14.80214,17.38,0.27,12.41,-9999,4.97,9999.000004
23782,296.38855,-14.81275,16.45,-9999,12.93,-9999,3.52,14140.72141
23783,296.2449,-14.77425,16.39,-9999,12.9,-9999,3.49,14140.72141
23784,296.22043,-14.84916,16.79,-9999,13.03,-9999,3.76,14140.72141
23785,296.08911,-14.93534,15.56,0.15,11.7,-9999,3.86,9999.000001
23786,296.38607,-14.82898,16.63,0.18,11.97,-9999,4.66,9999.000002
23787,296.1184,-14.87445,16.19,0.21,12.69,-9999,3.5,9999.000002
23788,296.24357,-14.89878,16.68,-9999,11.31,0.11,5.37,9999.000001
23789,296.15622,-14.87048,16.67,-9999,13.53,-9999,3.14,14140.72141
23790,296.15793,-14.8226,16.31,-9999,12.23,0.24,4.08,9999.000003
23791,296.38235,-14.79193,16.42,-9999,12.64,-9999,3.78,14140.72141
23792,296.13375,-14.8695,16.24,0.17,12.28,-9999,3.96,9999.000001
23793,296.29122,-14.83839,16.48,-9999,12.31,-9999,4.17,14140.72141
23794,296.07034,-14.95011,16.06,0.29,12.25,-9999,3.81,9999.000004
23795,296.23354,-14.71861,16.36,-9999,11.63,-9999,4.73,14140.72141
23796,296.21286,-14.83905,17.12,0.3,12.7,-9999,4.42,9999.000005
23797,296.0971,-14.9354,15.67,-9999,11.5,-9999,4.17,14140.72141
23798,296.39295,-14.84403,16.2,0.14,12.69,-9999,3.51,9999.000001
23799,296.31812,-14.92897,16.42,0.18,13.34,-9999,3.08,9999.000002
23800,296.23193,-14.88076,16.69,-9999,12.12,0.18,4.57,9999.000002
23801,296.35997,-14.72575,16.75,-9999,12.65,-9999,4.1,14140.72141
23802,296.15865,-14.71562,16.89,-9999,12.13,0.11,4.76,9999.000001
23803,296.36836,-14.8668,16.63,-9999,12.14,0.24,4.49,9999.000003
23804,296.26207,-14.8462,16.75,0.21,13.15,-9999,3.6,9999.000002
23805,296.33867,-14.75614,16.05,0.18,12.12,0.23,3.93,0.292061637
23806,296.17812,-14.72982,16.61,0.24,14.45,-9999,2.16,9999.000003
23807,296.15561,-14.90082,16.41,-9999,12.84,-9999,3.57,14140.72141
23808,296.28773,-14.70781,16.63,-9999,11.83,0.24,4.8,9999.000003
23809,296.32059,-14.7071,16.37,-9999,12.54,-9999,3.83,14140.72141
23810,296.05147,-14.80738,15.91,0.25,12.06,-9999,3.85,9999.000003
23811,296.19931,-14.78971,16.69,-9999,12.2,0.25,4.49,9999.000003
23812,296.20633,-14.88575,15.8,0.11,8.63,0.03,7.17,0.114017543
23813,296.18738,-14.84691,16.47,-9999,12.99,-9999,3.48,14140.72141
23814,296.20543,-14.85256,15.56,0.08,12.62,-9999,2.94,9999
23815,296.13506,-14.69696,16.44,-9999,10.3,0.06,6.14,9999
23816,296.24987,-14.70212,15.91,0.16,11.32,0.25,4.59,0.296816442
23817,296.27597,-14.67886,16.21,0.15,12.53,-9999,3.68,9999.000001
23818,296.07891,-14.7521,16.4,-9999,12.66,-9999,3.74,14140.72141
23819,296.32938,-14.8256,16.07,0.11,12.76,-9999,3.31,9999.000001
23820,296.20874,-14.8708,16.11,-9999,10.82,0.11,5.29,9999.000001
23821,296.21954,-14.8212,16.49,-9999,13.81,-9999,2.68,14140.72141
23822,296.28335,-14.82715,16.3,-9999,11.86,-9999,4.44,14140.72141
23823,296.17433,-14.71136,15.92,0.27,12.28,-9999,3.64,9999.000004
23824,296.31146,-14.64142,16.39,0.14,11.54,0.2,4.85,0.244131112
23825,296.25398,-14.83765,16.58,-9999,12.1,-9999,4.48,14140.72141
23826,296.28143,-14.79225,16.16,0.13,10.47,0.16,5.69,0.206155281
23827,296.08682,-14.80454,16.75,-9999,11.78,0.17,4.97,9999.000001
23828,296.1609,-14.81398,16.47,-9999,12.22,-9999,4.25,14140.72141
23829,296.39392,-14.90402,16.11,0.21,12.34,-9999,3.77,9999.000002
23830,296.28535,-14.80099,16.56,-9999,12.35,-9999,4.21,14140.72141
23831,296.36228,-14.7512,16.85,0.29,13.33,-9999,3.52,9999.000004
23832,296.18779,-14.82811,16.51,-9999,12.35,-9999,4.16,14140.72141
23833,296.13785,-14.86785,16.92,0.22,12.02,-9999,4.9,9999.000002
23834,296.37263,-14.68294,16.25,0.17,12.43,-9999,3.82,9999.000001
23835,296.18476,-14.88234,16.02,0.11,12.12,-9999,3.9,9999.000001
23836,296.33886,-14.65427,16.42,0.24,12.48,-9999,3.94,9999.000003
23837,296.3054,-14.83858,16.79,0.2,12.34,0.21,4.45,0.29
23838,296.24607,-14.7684,16.51,-9999,12.23,-9999,4.28,14140.72141
23839,296.16109,-14.95144,16.66,0.27,12.9,-9999,3.76,9999.000004
23840,296.34252,-14.71062,16.49,-9999,12.36,-9999,4.13,14140.72141
23841,296.23676,-14.71559,16.56,0.21,12.21,-9999,4.35,9999.000002
23842,296.08763,-14.96182,15.78,0.26,12.46,-9999,3.32,9999.000003
23843,296.44067,-14.85372,15.72,-9999,11.98,-9999,3.74,14140.72141
23844,296.29485,-14.90339,16.17,-9999,12.71,-9999,3.46,14140.72141
23845,296.19436,-14.89752,16.58,-9999,12.21,-9999,4.37,14140.72141
23846,296.19945,-14.82847,16.76,-9999,12.47,-9999,4.29,14140.72141
23847,296.25894,-14.73317,16.7,0.25,12.09,-9999,4.61,9999.000003
23848,296.35649,-14.83798,16.43,-9999,12.52,-9999,3.91,14140.72141
23849,296.05692,-14.67921,16.21,-9999,12.49,-9999,3.72,14140.72141
23850,296.16672,-14.7203,16.64,0.21,12.54,-9999,4.1,9999.000002
23851,296.23803,-14.76948,16.36,-9999,12.02,-9999,4.34,14140.72141
23852,296.18261,-14.84685,16.38,-9999,11.32,0.13,5.06,9999.000001
23853,296.28957,-14.8407,16.31,0.26,12.61,-9999,3.7,9999.000003
23854,296.22331,-14.84722,16.52,-9999,12.46,-9999,4.06,14140.72141
23855,296.38182,-14.82312,16.52,-9999,12.65,-9999,3.87,14140.72141
23856,296.33156,-14.75586,16.26,0.24,12.67,-9999,3.59,9999.000003
23857,296.22419,-14.67134,16.21,0.2,12.59,-9999,3.62,9999.000002
23858,296.12556,-14.80261,16.75,-9999,12.19,-9999,4.56,14140.72141
23859,296.18111,-14.86153,16.48,-9999,12.26,-9999,4.22,14140.72141
23860,296.37716,-14.91184,16.11,-9999,12.01,0.21,4.1,9999.000002
23861,296.21234,-14.92407,15.99,-9999,12.7,-9999,3.29,14140.72141
23862,296.16537,-14.67569,16.56,-9999,12.91,-9999,3.65,14140.72141
23863,296.18501,-14.77819,16.36,-9999,12.27,-9999,4.09,14140.72141
23864,296.13929,-14.73186,16.24,0.17,11.67,-9999,4.57,9999.000001
23865,296.26276,-14.67168,16.43,-9999,12.29,-9999,4.14,14140.72141
23866,296.41118,-14.84321,16.7,0.24,12.69,-9999,4.01,9999.000003
23867,296.06872,-14.74683,16.05,-9999,12.66,-9999,3.39,14140.72141
23868,296.2748,-14.71626,15.85,-9999,9.96,0.07,5.89,9999
23869,296.10709,-14.89716,16.66,0.23,12.32,-9999,4.34,9999.000003
23870,296.27191,-14.82809,16.14,-9999,12.4,-9999,3.74,14140.72141
23871,296.28878,-14.79378,16.64,0.29,12.21,-9999,4.43,9999.000004
23872,296.27766,-14.80326,16.62,-9999,12.76,-9999,3.86,14140.72141
23873,296.11649,-14.76006,16.8,-9999,12.91,-9999,3.89,14140.72141
23874,296.23071,-14.68734,16.44,-9999,12.79,-9999,3.65,14140.72141
23875,296.21812,-14.85152,16.38,-9999,12.58,-9999,3.8,14140.72141
23876,296.29965,-14.70859,15.91,0.14,12.57,-9999,3.34,9999.000001
23877,296.07865,-14.73358,16.44,-9999,13.1,-9999,3.34,14140.72141
23878,296.19772,-14.74079,16.62,0.27,12.21,0.22,4.41,0.348281495
23879,296.04592,-14.68536,15.41,0.08,11.04,0.12,4.37,0.144222051
23880,296.13633,-14.73048,16.63,-9999,11.44,-9999,5.19,14140.72141
23881,296.3718,-14.77219,16.3,-9999,12.29,-9999,4.01,14140.72141
23882,296.17807,-14.9497,15.85,0.24,12.59,-9999,3.26,9999.000003
23883,296.20033,-14.84673,16.03,0.15,12.06,0.14,3.97,0.205182845
23884,296.08844,-14.94648,15.74,-9999,12.21,-9999,3.53,14140.72141
23885,296.3564,-14.84318,16.64,0.2,13.22,0.21,3.42,0.29
23886,296.12121,-14.72199,16.76,0.29,12.18,-9999,4.58,9999.000004
23887,296.12432,-14.7877,16.66,0.17,12.39,-9999,4.27,9999.000001
23888,296.06558,-14.8561,16.02,0.16,11.66,-9999,4.36,9999.000001
23889,296.27409,-14.85095,16.65,0.16,11.8,0.14,4.85,0.212602916
23890,296.38645,-14.74787,16.29,-9999,11.81,0.24,4.48,9999.000003
23891,296.19663,-14.94915,16.76,0.27,12.22,-9999,4.54,9999.000004
23892,296.14515,-14.79703,16.41,0.2,12.51,-9999,3.9,9999.000002
23893,296.07693,-14.83381,16.06,-9999,12.38,-9999,3.68,14140.72141
23894,296.26813,-14.87603,16.62,-9999,12.75,-9999,3.87,14140.72141
23895,296.02754,-14.70189,16.03,-9999,11.08,0.17,4.95,9999.000001
23896,296.06006,-14.78819,16.26,-9999,12.2,-9999,4.06,14140.72141
23897,296.33087,-14.89885,16.52,0.16,12.42,-9999,4.1,9999.000001
23898,296.30987,-14.68621,16.68,-9999,13.08,-9999,3.6,14140.72141
23899,296.40351,-14.84814,15.96,0.15,12.91,-9999,3.05,9999.000001
23900,296.16318,-14.93348,16.1,-9999,12.6,-9999,3.5,14140.72141
23901,296.32665,-14.91149,16.57,0.22,12.85,-9999,3.72,9999.000002
23902,296.23105,-14.87769,16.6,-9999,12.06,0.2,4.54,9999.000002
23903,296.08026,-14.81449,16.03,-9999,12.43,0.16,3.6,9999.000001
23904,296.32686,-14.79277,16.38,-9999,12.75,-9999,3.63,14140.72141
23905,296.12449,-14.75727,16.76,0.21,12.09,-9999,4.67,9999.000002
23906,296.30107,-14.83009,16.52,-9999,12.06,0.26,4.46,9999.000003
23907,296.19649,-14.94803,16.22,0.17,12.35,-9999,3.87,9999.000001
23908,296.33435,-14.85611,16.22,-9999,11.89,-9999,4.33,14140.72141
23909,296.28906,-14.88093,16.34,-9999,12.58,-9999,3.76,14140.72141
23910,296.04887,-14.81111,16.15,0.26,12.28,-9999,3.87,9999.000003
23911,296.15949,-14.77251,16.24,0.2,12.39,-9999,3.85,9999.000002
23912,296.10456,-14.8126,16.7,-9999,13.02,-9999,3.68,14140.72141
23913,296.14055,-14.74288,16.22,-9999,11.64,0.17,4.58,9999.000001
23914,296.35623,-14.73242,16.67,-9999,12.96,-9999,3.71,14140.72141
23915,296.28877,-14.7607,16.53,-9999,11.82,-9999,4.71,14140.72141
23916,296.35027,-14.74773,16.78,0.29,12.05,-9999,4.73,9999.000004
23917,296.16179,-14.92224,16.35,0.3,12.12,-9999,4.23,9999.000005
23918,296.25419,-14.91745,16.19,-9999,12.94,-9999,3.25,14140.72141
23919,296.25645,-14.65247,16.12,0.16,12.76,-9999,3.36,9999.000001
23920,296.19886,-14.6819,16.44,-9999,12.77,-9999,3.67,14140.72141
23921,296.07054,-14.76476,15.95,0.2,11.79,0.23,4.16,0.304795013
23922,296.1092,-14.69107,16.8,-9999,12.44,-9999,4.36,14140.72141
23923,296.33385,-14.79472,16.24,-9999,11.96,-9999,4.28,14140.72141
23924,296.13249,-14.85509,15.68,0.17,12.66,-9999,3.02,9999.000001
23925,296.1923,-14.85672,16.64,0.25,12.28,-9999,4.36,9999.000003
23926,296.26807,-14.78739,16.67,0.23,12.27,-9999,4.4,9999.000003
23927,296.22773,-14.6905,16.33,-9999,12.25,-9999,4.08,14140.72141
23928,296.31292,-14.91861,16.39,-9999,12.29,-9999,4.1,14140.72141
23929,296.11887,-14.81785,16.7,-9999,12.67,-9999,4.03,14140.72141
23930,296.13976,-14.76512,16.36,0.22,12.47,-9999,3.89,9999.000002
23931,296.36746,-14.67392,16.33,-9999,11.38,0.18,4.95,9999.000002
23932,296.31712,-14.70498,16.58,0.28,12.33,-9999,4.25,9999.000004
23933,296.15862,-14.79062,16.59,-9999,12.19,-9999,4.4,14140.72141
23934,296.1366,-14.72645,16.47,-9999,12.52,-9999,3.95,14140.72141
23935,296.17399,-14.74183,16.42,-9999,12.73,-9999,3.69,14140.72141
23936,296.18402,-14.77822,16.31,0.16,12.64,-9999,3.67,9999.000001
23937,296.24502,-14.65245,16.63,-9999,12.81,-9999,3.82,14140.72141
23938,296.15074,-14.78468,16.29,0.22,12.2,-9999,4.09,9999.000002
23939,296.43876,-14.872,15.87,0.18,12.37,-9999,3.5,9999.000002
23940,296.16756,-14.88912,16.45,-9999,12.76,-9999,3.69,14140.72141
