ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
2754,2,296.1843,-14.95733,15.92,0.05,15.75,0.13,0.17,0.139283883
2755,2,296.23431,-14.78164,15.75,0.03,15.66,0.06,0.09,0.067082039
2756,2,296.21835,-14.69538,15.57,0.04,15.38,0.09,0.19,0.098488578
2757,2,296.03436,-14.72063,15.77,0.04,15.79,0.1,-0.02,0.107703296
2759,2,296.16443,-14.90953,15.71,0.05,15.78,0.09,-0.07,0.102956301
2760,2,296.15474,-14.75913,15.74,0.05,15.09,0.26,0.65,0.264764046
2762,2,296.4313,-14.88937,15.81,0.08,15.46,0.22,0.35,0.234093998
2763,2,296.16538,-14.92738,15.69,0.04,15.73,0.26,-0.04,0.263058929
2764,2,296.30934,-14.86859,15.69,0.04,15.61,0.13,0.08,0.136014705
2767,2,296.21459,-14.83727,15.51,0.05,15.48,0.07,0.03,0.086023253
2769,2,296.15761,-14.88477,15.8,0.03,15.45,0.08,0.35,0.085440037
2771,2,296.35422,-14.85556,15.71,0.05,15.42,0.06,0.29,0.078102497
2772,2,296.27372,-14.70635,15.78,0.06,15.99,0.14,-0.21,0.152315462
2773,2,296.08544,-14.82648,15.7,0.05,14.95,0.05,0.75,0.070710678
2774,2,296.27461,-14.90083,15.95,0.05,15.83,0.14,0.12,0.148660687
2775,2,296.26131,-14.724,15.92,0.04,15.76,0.14,0.16,0.145602198
2776,2,296.12722,-14.92507,15.89,0.08,15.55,0.2,0.34,0.215406592
2777,2,296.19078,-14.79112,15.96,0.06,15.61,0.09,0.35,0.108166538
2778,2,296.22128,-14.82709,15.69,0.04,15.37,0.07,0.32,0.080622577
2779,2,296.39409,-14.91171,15.74,0.03,15.42,0.1,0.32,0.104403065
2780,2,296.24665,-14.89459,15.75,0.04,15.61,0.06,0.14,0.072111026
2781,2,296.36116,-14.68038,16.55,0.03,15.3,0.06,1.25,0.067082039
2782,2,296.16565,-14.67081,16.03,0.07,15.73,0.1,0.3,0.122065556
2783,2,296.2698,-14.90645,15.72,0.05,15.35,0.08,0.37,0.094339811
2784,2,296.30856,-14.84051,15.66,0.03,15.92,0.2,-0.26,0.202237484
2785,2,296.18413,-14.75223,15.78,0.04,15.41,0.11,0.37,0.117046999
2787,2,296.29792,-14.7808,15.93,0.06,16.17,0.14,-0.24,0.152315462
2790,2,296.29651,-14.81189,15.85,0.04,15.65,0.1,0.2,0.107703296
2791,2,296.21184,-14.69143,15.84,0.06,15.53,0.09,0.31,0.108166538
2792,2,296.23732,-14.81416,15.84,0.05,15.78,0.1,0.06,0.111803399
2793,2,296.22091,-14.82203,15.64,0.06,15.79,0.1,-0.15,0.116619038
2794,2,296.39396,-14.86748,15.96,0.03,15.58,0.11,0.38,0.114017543
2795,2,296.13171,-14.75936,15.84,0.07,15.33,0.09,0.51,0.114017543
2796,2,296.27554,-14.75438,15.76,0.07,15.53,0.07,0.23,0.098994949
2797,2,296.36552,-14.63672,16,0.06,15.8,0.2,0.2,0.20880613
2798,2,296.26546,-14.84649,15.8,0.04,15.48,0.09,0.32,0.098488578
2799,2,296.11808,-14.68827,15.86,0.04,15.52,0.11,0.34,0.117046999
2800,2,296.24847,-14.79149,15.76,0.04,15.37,0.19,0.39,0.194164878
2801,2,296.24562,-14.92108,15.75,0.04,15.77,0.13,-0.02,0.136014705
2802,2,296.21955,-14.75522,15.68,0.03,15.02,0.09,0.66,0.09486833
2804,2,296.26255,-14.77232,15.76,0.06,15.47,0.08,0.29,0.1
2805,2,296.17206,-14.68587,15.81,0.06,15.52,0.12,0.29,0.134164079
2806,2,296.37742,-14.77028,15.73,0.05,15.67,0.16,0.06,0.167630546
2807,2,296.21644,-14.89522,15.92,0.05,16.14,0.1,-0.22,0.111803399
2809,2,296.21205,-14.78519,15.86,0.05,15.19,0.03,0.67,0.058309519
2811,2,296.20923,-14.83333,15.81,0.06,15.56,0.1,0.25,0.116619038
2812,2,296.2645,-14.83062,15.78,0.06,15.81,0.12,-0.03,0.134164079
2813,2,296.22001,-14.91932,15.77,0.05,15.11,0.15,0.66,0.158113883
2814,2,296.20199,-14.84957,15.87,0.03,15.71,0.09,0.16,0.09486833
2815,2,296.2344,-14.72431,16.09,0.04,15.67,0.11,0.42,0.117046999
2816,2,296.31799,-14.8952,15.9,0.02,15.84,0.14,0.06,0.141421356
2817,2,296.11844,-14.71486,15.8,0.05,15.72,0.11,0.08,0.12083046
2818,2,296.12867,-14.89391,15.19,0.07,15.43,0.12,-0.24,0.13892444
2819,2,296.22517,-14.86821,15.94,0.04,15.42,0.11,0.52,0.117046999
2820,2,296.08997,-14.9054,15.63,0.03,15.06,0.07,0.57,0.076157731
2821,2,296.28711,-14.92032,15.67,0.05,16.13,0.16,-0.46,0.167630546
2822,2,296.27875,-14.78885,15.86,0.05,15.69,0.12,0.17,0.13
2823,2,296.1101,-14.76627,15.9,0.07,15.55,0.13,0.35,0.147648231
2824,2,296.24335,-14.91959,15.93,0.05,15.8,0.12,0.13,0.13
2825,2,296.14979,-14.88016,16,0.04,15.71,0.08,0.29,0.089442719
2826,2,296.11831,-14.70571,15.4,0.04,15.42,0.09,-0.02,0.098488578
2827,2,296.23672,-14.78738,15.75,0.06,15.34,0.07,0.41,0.092195445
2828,2,296.30155,-14.92279,15.79,0.06,15.34,0.09,0.45,0.108166538
2829,2,296.22844,-14.86504,16.25,0.16,15.47,0.2,0.78,0.256124969
2830,2,296.26654,-14.86583,15.93,0.04,15.3,0.06,0.63,0.072111026
2831,2,296.24174,-14.78456,15.74,0.05,15.51,0.08,0.23,0.094339811
2832,2,296.38584,-14.64833,15.87,0.1,15.6,0.13,0.27,0.164012195
2833,2,296.25367,-14.78116,15.71,0.06,15.33,0.08,0.38,0.1
2834,2,296.34581,-14.65168,15.77,0.05,15.71,0.09,0.06,0.102956301
2837,2,296.26012,-14.74436,15.87,0.04,15.53,0.1,0.34,0.107703296
2838,2,296.13984,-14.6795,15.61,0.09,15.05,0.08,0.56,0.120415946
2839,2,296.38492,-14.69852,15.96,0.06,16.15,0.25,-0.19,0.257099203
2840,2,296.28987,-14.75208,15.85,0.05,15.65,0.1,0.2,0.111803399
2842,2,296.21649,-14.73864,16.04,0.06,15.97,0.14,0.07,0.152315462
2843,2,296.23396,-14.67129,15.77,0.04,15.18,0.06,0.59,0.072111026
2844,2,296.14122,-14.66546,15.9,0.06,16.15,0.25,-0.25,0.257099203
2845,2,296.27054,-14.72551,15.98,0.05,15.55,0.13,0.43,0.139283883
2846,2,296.33734,-14.66405,15.76,0.07,15.69,0.08,0.07,0.106301458
2847,2,296.06931,-14.95065,16.03,0.06,15.29,0.11,0.74,0.125299641
2848,2,296.14161,-14.75492,15.84,0.07,15.14,0.07,0.7,0.098994949
2849,2,296.22102,-14.85382,15.88,0.06,16.01,0.24,-0.13,0.247386338
2850,2,296.24548,-14.65838,15.94,0.05,15.33,0.07,0.61,0.086023253
2851,2,296.23314,-14.83075,15.83,0.04,15.85,0.16,-0.02,0.164924225
2853,2,296.07205,-14.84899,15.68,0.08,15.31,0.07,0.37,0.106301458
2855,2,296.29615,-14.84267,15.89,0.06,15.57,0.1,0.32,0.116619038
2856,2,296.21907,-14.8139,15.63,0.05,15.2,0.14,0.43,0.148660687
2857,2,296.1126,-14.72872,15.87,0.03,16.3,0.15,-0.43,0.152970585
2858,2,296.14638,-14.82267,15.76,0.06,15.61,0.11,0.15,0.125299641
2859,2,296.05179,-14.7668,16.05,0.07,16.34,0.24,-0.29,0.25
2860,2,296.23341,-14.7499,15.85,0.07,15.58,0.14,0.27,0.156524758
2861,2,296.20746,-14.89638,15.69,0.05,15.05,0.09,0.64,0.102956301
2862,2,296.29456,-14.83432,15.79,0.04,15.61,0.1,0.18,0.107703296
2863,2,296.04749,-14.8222,15.85,0.07,15.11,0.1,0.74,0.122065556
2864,2,296.37803,-14.66505,15.46,0.05,15.24,0.11,0.22,0.12083046
2865,2,296.316,-14.78499,15.76,0.05,15.25,0.07,0.51,0.086023253
2866,2,296.11352,-14.89388,15.75,0.06,16.01,0.17,-0.26,0.180277564
2867,2,296.20954,-14.85466,15.8,0.03,15.55,0.11,0.25,0.114017543
2868,2,296.18213,-14.82368,16.04,0.08,15.89,0.14,0.15,0.161245155
2872,2,296.05106,-14.84307,15.88,0.06,15.52,0.11,0.36,0.125299641
2874,2,296.12374,-14.93578,15.78,0.06,16.08,0.19,-0.3,0.199248588
2875,2,296.23811,-14.80055,15.64,0.05,15.25,0.08,0.39,0.094339811
2876,2,296.23028,-14.77144,15.78,0.02,15.7,0.07,0.08,0.072801099
2877,2,296.18089,-14.67706,15.9,0.06,15.65,0.07,0.25,0.092195445
2878,2,296.27236,-14.83213,15.8,0.05,15.06,0.07,0.74,0.086023253
2880,2,296.28282,-14.91011,15.65,0.07,15.7,0.11,-0.05,0.130384048
2881,2,296.22874,-14.88189,15.76,0.06,15.6,0.06,0.16,0.084852814
2882,2,296.11188,-14.85215,15.75,0.04,15.55,0.08,0.2,0.089442719
2883,2,296.34223,-14.63006,16.12,0.08,15.76,0.13,0.36,0.152643375
2884,2,296.08488,-14.78116,15.74,0.06,15.35,0.06,0.39,0.084852814
2885,2,296.28341,-14.7894,15.84,0.07,15.53,0.11,0.31,0.130384048
2886,2,296.09594,-14.82376,15.8,0.05,15.37,0.14,0.43,0.148660687
2887,2,296.22267,-14.88186,15.82,0.04,15.88,0.13,-0.06,0.136014705
2889,2,296.1991,-14.81601,15.85,0.05,15.51,0.09,0.34,0.102956301
2890,2,296.34901,-14.74501,15.97,0.04,15.73,0.13,0.24,0.136014705
2891,2,296.18451,-14.92108,16.23,0.05,15.19,0.1,1.04,0.111803399
2892,2,296.21095,-14.79293,15.67,0.03,15.23,0.06,0.44,0.067082039
2893,2,296.36703,-14.73754,15.93,0.06,15.96,0.11,-0.03,0.125299641
2894,2,296.25945,-14.81701,15.78,0.03,15.99,0.12,-0.21,0.123693169
2895,2,296.25428,-14.77336,16,0.04,15.54,0.1,0.46,0.107703296
2896,2,296.27648,-14.93374,16.15,0.05,15.96,0.18,0.19,0.186815417
2897,2,296.04173,-14.7619,15.82,0.03,15.77,0.17,0.05,0.172626765
2900,2,296.22833,-14.81498,15.8,0.05,15.51,0.11,0.29,0.12083046
2902,2,296.12082,-14.75528,15.89,0.04,15.72,0.1,0.17,0.107703296
2903,2,296.19748,-14.82569,15.81,0.04,15.26,0.06,0.55,0.072111026
2904,2,296.40015,-14.8983,15.75,0.05,15.2,0.09,0.55,0.102956301
2906,2,296.22125,-14.85777,15.8,0.03,15.36,0.07,0.44,0.076157731
2907,2,296.12683,-14.87021,15.76,0.04,15.54,0.08,0.22,0.089442719
2908,2,296.16595,-14.67357,16,0.04,15.44,0.1,0.56,0.107703296
2909,2,296.11631,-14.74687,15.91,0.05,15.61,0.11,0.3,0.12083046
2910,2,296.16192,-14.92794,15.81,0.04,15.4,0.12,0.41,0.126491106
2911,2,296.12093,-14.85224,15.87,0.06,15.32,0.13,0.55,0.143178211
2914,2,296.33807,-14.73511,15.87,0.03,15.46,0.12,0.41,0.123693169
2915,2,296.27327,-14.84671,15.87,0.03,15.5,0.09,0.37,0.09486833
2916,2,296.24173,-14.85206,15.83,0.04,15.52,0.08,0.31,0.089442719
2917,2,296.07753,-14.78311,15.66,0.05,15.37,0.14,0.29,0.148660687
2918,2,296.21779,-14.83971,15.68,0.03,15.32,0.1,0.36,0.104403065
2919,2,296.20644,-14.8171,15.87,0.04,15.25,0.07,0.62,0.080622577
2920,2,296.23647,-14.83451,15.8,0.05,15.73,0.1,0.07,0.111803399
2921,2,296.28986,-14.83242,15.94,0.05,15.77,0.16,0.17,0.167630546
2922,2,296.22884,-14.78842,15.69,0.06,15.99,0.13,-0.3,0.143178211
2923,2,296.11459,-14.90635,15.96,0.05,15.35,0.13,0.61,0.139283883
2924,2,296.30561,-14.85694,15.85,0.06,15.35,0.06,0.5,0.084852814
2925,2,296.09382,-14.75937,15.8,0.03,15.59,0.1,0.21,0.104403065
2926,2,296.09285,-14.76146,16.15,0.07,15.68,0.14,0.47,0.156524758
2927,2,296.4228,-14.83701,15.96,0.06,16.24,0.15,-0.28,0.161554944
2928,2,296.34643,-14.74801,15.96,0.07,15.85,0.09,0.11,0.114017543
2929,2,296.21483,-14.70099,15.91,0.05,15.48,0.08,0.43,0.094339811
2930,2,296.08301,-14.9133,15.74,0.06,15.41,0.14,0.33,0.152315462
2931,2,296.17518,-14.80079,15.93,0.03,15.62,0.12,0.31,0.123693169
2932,2,296.35263,-14.75463,15.87,0.06,16.05,0.12,-0.18,0.134164079
2933,2,296.23678,-14.67093,15.73,0.07,15.1,0.09,0.63,0.114017543
2934,2,296.25319,-14.84344,15.75,0.05,15.77,0.14,-0.02,0.148660687
2935,2,296.2237,-14.76304,15.83,0.03,15.6,0.1,0.23,0.104403065
2936,2,296.12852,-14.89426,15.19,0.07,15.32,0.1,-0.13,0.122065556
2937,2,296.17663,-14.86222,15.77,0.06,16.1,0.18,-0.33,0.18973666
2938,2,296.1512,-14.92569,15.5,0.06,15.34,0.14,0.16,0.152315462
2940,2,296.3813,-14.85306,15.9,0.05,15.5,0.13,0.4,0.139283883
2941,2,296.15188,-14.89258,15.84,0.09,15.63,0.12,0.21,0.15
2942,2,296.40785,-14.69521,15.66,0.08,16.13,0.13,-0.47,0.152643375
2943,2,296.33353,-14.8804,15.79,0.07,15.62,0.1,0.17,0.122065556
2944,2,296.29827,-14.93452,15.55,0.04,15.18,0.12,0.37,0.126491106
2945,2,296.3633,-14.73804,15.86,0.03,16.09,0.19,-0.23,0.192353841
2946,2,296.41933,-14.74906,15.94,0.05,15.61,0.18,0.33,0.186815417
2948,2,296.11808,-14.76076,15.81,0.08,15.46,0.07,0.35,0.106301458
2949,2,296.21105,-14.75005,16.19,0.06,15.56,0.12,0.63,0.134164079
2950,2,296.23941,-14.76456,15.73,0.05,15.16,0.09,0.57,0.102956301
2951,2,296.15463,-14.76292,15.86,0.05,15.7,0.11,0.16,0.12083046
2953,2,296.15706,-14.67687,16.08,0.07,15.3,0.08,0.78,0.106301458
2954,2,296.40598,-14.76617,15.66,0.05,15.35,0.09,0.31,0.102956301
2955,2,296.18043,-14.82104,15.83,0.04,15.09,0.05,0.74,0.064031242
2956,2,296.31082,-14.79499,15.87,0.04,15.65,0.08,0.22,0.089442719
2957,2,296.10636,-14.80983,15.82,0.05,15.81,0.12,0.01,0.13
2958,2,296.27757,-14.93122,15.88,0.05,15.44,0.1,0.44,0.111803399
2959,2,296.16996,-14.67934,15.75,0.06,15.68,0.13,0.07,0.143178211
2960,2,296.24947,-14.80106,15.85,0.03,15.66,0.14,0.19,0.143178211
2961,2,296.28031,-14.70723,15.88,0.04,15.5,0.09,0.38,0.098488578
2962,2,296.20944,-14.89536,15.79,0.05,15.8,0.16,-0.01,0.167630546
2964,2,296.25762,-14.82925,16.43,0.05,15.62,0.14,0.81,0.148660687
2965,2,296.15442,-14.7124,15.89,0.03,15.96,0.13,-0.07,0.133416641
2966,2,296.3146,-14.64927,15.99,0.06,16.01,0.13,-0.02,0.143178211
2967,2,296.33907,-14.74389,15.86,0.04,15.74,0.08,0.12,0.089442719
2968,2,296.24729,-14.76411,16.43,0.05,15.34,0.07,1.09,0.086023253
2969,2,296.20308,-14.81118,15.69,0.03,15.53,0.07,0.16,0.076157731
2970,2,296.24264,-14.83603,15.76,0.05,15.47,0.09,0.29,0.102956301
2971,2,296.11086,-14.79074,15.9,0.03,15.49,0.09,0.41,0.09486833
2972,2,296.18811,-14.69307,15.9,0.06,15.97,0.13,-0.07,0.143178211
2973,2,296.3849,-14.77183,15.93,0.06,15.74,0.16,0.19,0.170880075
2974,2,296.19502,-14.76593,15.85,0.07,15.85,0.12,0,0.13892444
2976,2,296.37721,-14.73793,15.77,0.07,15.4,0.1,0.37,0.122065556
2978,2,296.28816,-14.67795,15.8,0.03,15.53,0.09,0.27,0.09486833
2979,2,296.39556,-14.68012,15.96,0.05,15.34,0.12,0.62,0.13
2980,2,296.18726,-14.85572,15.64,0.07,15.53,0.14,0.11,0.156524758
2981,2,296.21382,-14.80193,15.88,0.05,15.72,0.11,0.16,0.12083046
2982,2,296.29166,-14.8788,15.74,0.04,15.98,0.19,-0.24,0.194164878
2984,2,296.25621,-14.82525,15.9,0.06,15.34,0.1,0.56,0.116619038
2985,2,296.27121,-14.69952,15.92,0.04,15.71,0.11,0.21,0.117046999
2987,2,296.23047,-14.80678,15.62,0.06,15.38,0.14,0.24,0.152315462
2988,2,296.31555,-14.92321,15.93,0.04,15.33,0.07,0.6,0.080622577
2989,2,296.18147,-14.72359,15.97,0.04,15.36,0.09,0.61,0.098488578
2990,2,296.23974,-14.81981,15.82,0.04,15.22,0.12,0.6,0.126491106
2991,2,296.22838,-14.75079,16,0.03,15.96,0.1,0.04,0.104403065
2992,2,296.18342,-14.83947,16.16,0.05,15.14,0.08,1.02,0.094339811
2993,2,296.19,-14.78291,15.94,0.06,15.69,0.12,0.25,0.134164079
2994,2,296.09721,-14.94164,15.84,0.07,15.4,0.09,0.44,0.114017543
2995,2,296.36624,-14.79519,16.36,0.07,15.75,0.1,0.61,0.122065556
2997,2,296.17937,-14.68802,15.87,0.08,15.56,0.14,0.31,0.161245155
2998,2,296.26858,-14.64371,16.01,0.09,16.13,0.25,-0.12,0.265706605
2999,2,296.3304,-14.88957,15.87,0.03,15.69,0.13,0.18,0.133416641
3000,2,296.27695,-14.91306,16.07,0.05,15.22,0.07,0.85,0.086023253
3001,2,296.22968,-14.8939,15.9,0.06,15.86,0.12,0.04,0.134164079
3002,2,296.16652,-14.86605,15.85,0.06,15.77,0.12,0.08,0.134164079
3003,2,296.24213,-14.85478,15.87,0.05,15.45,0.1,0.42,0.111803399
3004,2,296.29174,-14.81376,15.92,0.03,15.87,0.13,0.05,0.133416641
3005,2,296.26021,-14.9084,15.8,0.06,15.25,0.12,0.55,0.134164079
3006,2,296.3464,-14.91856,15.64,0.06,15.46,0.1,0.18,0.116619038
3007,2,296.25991,-14.68419,15.93,0.05,15.3,0.13,0.63,0.139283883
3008,2,296.22084,-14.78444,15.73,0.03,15.85,0.12,-0.12,0.123693169
3009,2,296.39903,-14.8079,16.01,0.05,15.57,0.16,0.44,0.167630546
3010,2,296.32491,-14.77445,15.79,0.06,15.54,0.12,0.25,0.134164079
3011,2,296.28464,-14.75433,15.83,0.06,15.63,0.11,0.2,0.125299641
3012,2,296.12597,-14.74988,16.24,0.1,15.32,0.09,0.92,0.13453624
3013,2,296.41955,-14.90817,15.92,0.06,15.51,0.22,0.41,0.228035085
3014,2,296.23616,-14.8733,15.87,0.07,15.58,0.08,0.29,0.106301458
3015,2,296.34089,-14.87761,15.94,0.04,15.61,0.12,0.33,0.126491106
3016,2,296.33081,-14.87799,15.71,0.05,15.44,0.1,0.27,0.111803399
3017,2,296.40446,-14.64745,15.73,0.08,15.3,0.19,0.43,0.206155281
3018,2,296.1632,-14.86555,15.85,0.05,15.34,0.09,0.51,0.102956301
3019,2,296.2469,-14.80604,15.9,0.06,15.94,0.17,-0.04,0.180277564
3020,2,296.30243,-14.90827,15.97,0.03,15.4,0.14,0.57,0.143178211
3021,2,296.26671,-14.84572,15.8,0.03,15.18,0.05,0.62,0.058309519
3022,2,296.34673,-14.92598,16.23,0.03,15.35,0.11,0.88,0.114017543
3023,2,296.18346,-14.74705,15.93,0.07,16.36,0.12,-0.43,0.13892444
3024,2,296.07637,-14.83239,15.89,0.06,16.13,0.2,-0.24,0.20880613
3025,2,296.39781,-14.90966,15.81,0.05,16.03,0.22,-0.22,0.225610283
3026,2,296.281,-14.84598,15.92,0.05,15.92,0.11,0,0.12083046
3027,2,296.1784,-14.71092,15.79,0.06,15.75,0.12,0.04,0.134164079
3028,2,296.33941,-14.80145,16.31,0.08,15.97,0.15,0.34,0.17
3029,2,296.25463,-14.78318,15.77,0.06,15.72,0.05,0.05,0.078102497
3030,2,296.38375,-14.84906,15.85,0.03,15.98,0.13,-0.13,0.133416641
3032,2,296.43612,-14.85679,16.16,0.1,15.5,0.17,0.66,0.197230829
3033,2,296.2818,-14.65791,16.01,0.03,15.65,0.08,0.36,0.085440037
3034,2,296.1471,-14.88265,15.81,0.07,15.93,0.12,-0.12,0.13892444
3036,2,296.19191,-14.7933,15.77,0.04,15.26,0.08,0.51,0.089442719
3037,2,296.38809,-14.67223,16.09,0.06,15.66,0.1,0.43,0.116619038
3038,2,296.26359,-14.9382,15.69,0.03,15.41,0.12,0.28,0.123693169
3039,2,296.29446,-14.68247,15.95,0.07,15.54,0.13,0.41,0.147648231
3040,2,296.388,-14.80104,15.96,0.07,15.52,0.1,0.44,0.122065556
3041,2,296.2784,-14.72841,15.91,0.06,16.27,0.08,-0.36,0.1
3043,2,296.23727,-14.70597,15.79,0.05,15.8,0.11,-0.01,0.12083046
3045,2,296.30137,-14.91261,15.58,0.02,15.2,0.07,0.38,0.072801099
3046,2,296.21632,-14.64705,16.17,0.13,15.59,0.1,0.58,0.164012195
3047,2,296.33419,-14.87822,15.76,0.06,15.43,0.26,0.33,0.266833281
3048,2,296.22206,-14.93983,16.07,0.04,15.51,0.16,0.56,0.164924225
3049,2,296.35787,-14.82603,15.89,0.07,15.49,0.07,0.4,0.098994949
3050,2,296.27797,-14.74677,16,0.07,15.18,0.05,0.82,0.086023253
3051,2,296.23054,-14.85786,15.82,0.06,15.47,0.1,0.35,0.116619038
3052,2,296.39315,-14.71592,15.89,0.06,15.32,0.07,0.57,0.092195445
3054,2,296.10258,-14.96717,15.84,0.03,16.1,0.29,-0.26,0.291547595
3055,2,296.24449,-14.75469,15.78,0.04,15.62,0.12,0.16,0.126491106
3057,2,296.21017,-14.67248,15.92,0.07,15.76,0.15,0.16,0.165529454
3058,2,296.30936,-14.7592,15.98,0.03,15.51,0.1,0.47,0.104403065
3059,2,296.23071,-14.74292,15.86,0.06,15.49,0.06,0.37,0.084852814
3062,2,296.2158,-14.77132,15.73,0.06,15.2,0.09,0.53,0.108166538
3064,2,296.39577,-14.8067,15.97,0.04,15.4,0.09,0.57,0.098488578
3065,2,296.28989,-14.78279,15.78,0.04,16.01,0.21,-0.23,0.213775583
3066,2,296.10679,-14.87421,15.92,0.04,15.48,0.09,0.44,0.098488578
3068,2,296.24494,-14.73045,16,0.04,15.62,0.09,0.38,0.098488578
3069,2,296.23875,-14.80599,15.71,0.06,15.49,0.12,0.22,0.134164079
3070,2,296.20037,-14.81976,15.97,0.04,15.37,0.12,0.6,0.126491106
3071,2,296.19777,-14.79685,15.87,0.06,15.38,0.09,0.49,0.108166538
3072,2,296.2388,-14.75586,15.98,0.03,15.5,0.1,0.48,0.104403065
3073,2,296.25623,-14.90778,15.76,0.05,15.74,0.18,0.02,0.186815417
3074,2,296.18036,-14.74846,15.85,0.06,15.18,0.07,0.67,0.092195445
3075,2,296.08457,-14.83232,15.67,0.1,15.6,0.11,0.07,0.148660687
3076,2,296.12925,-14.8164,15.93,0.05,15.72,0.11,0.21,0.12083046
3077,2,296.1266,-14.746,15.91,0.04,15.52,0.09,0.39,0.098488578
3078,2,296.16464,-14.73985,15.97,0.07,16.21,0.15,-0.24,0.165529454
3079,2,296.27982,-14.75879,15.96,0.06,15.13,0.09,0.83,0.108166538
3080,2,296.34073,-14.84694,15.87,0.04,15.53,0.1,0.34,0.107703296
3081,2,296.21235,-14.7721,16.05,0.05,16.23,0.17,-0.18,0.177200451
3082,2,296.42499,-14.80891,16.08,0.1,16.16,0.18,-0.08,0.205912603
3086,2,296.16212,-14.82302,15.85,0.06,15.65,0.1,0.2,0.116619038
3087,2,296.24445,-14.84601,15.83,0.05,15.31,0.09,0.52,0.102956301
3088,2,296.27836,-14.79513,16.01,0.05,15.66,0.1,0.35,0.111803399
3089,2,296.30683,-14.82053,15.9,0.03,15.84,0.14,0.06,0.143178211
3090,2,296.24597,-14.72734,15.8,0.04,15.97,0.12,-0.17,0.126491106
3091,2,296.21881,-14.88572,15.95,0.06,15.87,0.14,0.08,0.152315462
3092,2,296.42047,-14.74955,16.13,0.06,15.44,0.12,0.69,0.134164079
3093,2,296.31502,-14.79474,15.93,0.06,15.43,0.07,0.5,0.092195445
3094,2,296.29188,-14.93217,16.13,0.05,15.74,0.09,0.39,0.102956301
3096,2,296.24165,-14.68278,15.9,0.07,15.59,0.09,0.31,0.114017543
3097,2,296.21738,-14.78201,16.08,0.09,15.42,0.09,0.66,0.127279221
3098,2,296.06656,-14.83501,15.93,0.06,15.77,0.23,0.16,0.237697286
3099,2,296.24361,-14.91647,15.89,0.06,15.38,0.06,0.51,0.084852814
3100,2,296.15312,-14.71479,15.92,0.04,15.65,0.14,0.27,0.145602198
3101,2,296.09919,-14.70826,15.9,0.08,15.28,0.09,0.62,0.120415946
3102,2,296.30185,-14.82227,15.89,0.04,16.05,0.12,-0.16,0.126491106
3104,2,296.27282,-14.73189,15.83,0.04,15.92,0.14,-0.09,0.145602198
3105,2,296.27111,-14.74513,16.04,0.05,16.39,0.21,-0.35,0.215870331
3106,2,296.11501,-14.90254,15.77,0.04,15.7,0.09,0.07,0.098488578
3107,2,296.08508,-14.74851,15.99,0.06,15.42,0.08,0.57,0.1
3108,2,296.32761,-14.71827,15.89,0.05,15.61,0.06,0.28,0.078102497
3109,2,296.33863,-14.7154,15.93,0.07,15.49,0.08,0.44,0.106301458
3110,2,296.20772,-14.74225,15.97,0.05,15.44,0.08,0.53,0.094339811
3111,2,296.34223,-14.67036,15.92,0.07,15.18,0.08,0.74,0.106301458
3113,2,296.33907,-14.92876,15.96,0.06,15.7,0.13,0.26,0.143178211
3114,2,296.24865,-14.6898,15.68,0.06,15.17,0.08,0.51,0.1
3115,2,296.08078,-14.75673,15.96,0.05,15.22,0.09,0.74,0.102956301
3116,2,296.36638,-14.74315,15.92,0.04,15.88,0.18,0.04,0.184390889
3118,2,296.12509,-14.83804,15.84,0.04,15.86,0.14,-0.02,0.145602198
3119,2,296.17741,-14.73777,15.93,0.04,15.57,0.07,0.36,0.080622577
3120,2,296.39056,-14.81266,16.05,0.04,15.35,0.1,0.7,0.107703296
3123,2,296.08261,-14.77346,15.94,0.05,15.69,0.11,0.25,0.12083046
3124,2,296.19453,-14.76117,15.89,0.08,15.54,0.06,0.35,0.1
3126,2,296.18857,-14.6697,15.85,0.08,15.22,0.09,0.63,0.120415946
3128,2,296.40488,-14.7539,16.16,0.06,15.73,0.22,0.43,0.228035085
3129,2,296.15478,-14.94511,15.92,0.03,15.97,0.18,-0.05,0.182482876
3131,2,296.26008,-14.76679,15.81,0.04,15.45,0.1,0.36,0.107703296
3132,2,296.1773,-14.83204,16.02,0.05,15.57,0.08,0.45,0.094339811
3133,2,296.06026,-14.67815,16.05,0.1,15.78,0.1,0.27,0.141421356
3137,2,296.25543,-14.90707,15.9,0.06,15.04,0.06,0.86,0.084852814
3138,2,296.10735,-14.6975,15.88,0.09,15.75,0.1,0.13,0.13453624
3139,2,296.24162,-14.70707,16.12,0.05,15.78,0.07,0.34,0.086023253
3140,2,296.25251,-14.70003,16.25,0.04,15.48,0.14,0.77,0.145602198
3141,2,296.26127,-14.86125,16,0.06,15.63,0.14,0.37,0.152315462
3143,2,296.35371,-14.67201,16.14,0.05,15.43,0.16,0.71,0.167630546
3144,2,296.18626,-14.70602,16,0.04,15.98,0.15,0.02,0.155241747
3145,2,296.20501,-14.686,15.99,0.08,16.43,0.26,-0.44,0.27202941
3147,2,296.17013,-14.79348,16.15,0.04,15.74,0.09,0.41,0.098488578
3148,2,296.22051,-14.8141,15.8,0.07,15.28,0.09,0.52,0.114017543
3149,2,296.31195,-14.70801,15.94,0.03,15.69,0.1,0.25,0.104403065
